res_state,res_county,total_deaths,deaths_male,deaths_65p,pct_male,pct_65p,population,med_age,med_income,area_km2,lon,lat,Y,density
ID,BANNOCK,51,36,51,70.5882352941177,100,87281,34.1,51977,2973.53583029586,-112.223879216786,42.6678551943229,58.4319611370172,29.3525973727096
ID,BONNER,11,11,11,100,100,47411,47.9,51594,4967.56133808188,-116.60045006629,48.2993949489062,23.2013667714244,9.54411969441465
ID,BONNEVILLE,72,58,72,80.5555555555556,100,124736,33,61435,4921.84371044082,-111.613699230165,43.3878652764875,57.7219086711134,25.3433484154311
ID,CANYON,319,191,293,59.8746081504702,91.8495297805643,233031,33.8,56916,1563.48546839408,-116.70900359043,43.6249294524673,136.891658191399,149.045836824665
ID,KOOTENAI,277,187,277,67.5090252707581,100,172791,40.3,60903,3391.05474553746,-116.701801308761,47.6739497261302,160.309275367351,50.9549426258565
ID,TWIN FALLS,84,42,84,50,100,90374,35,53363,4993.83333671502,-114.6669002848,42.3554637771389,92.9470865514418,18.0971197688085
IL,ADAMS,98,68,98,69.3877551020408,100,65622,41.4,55052,2256.7086553579,-91.1884760733595,39.9877511436215,149.34016031209,29.0786317694133
IL,BOONE,17,0,17,0,100,53339,38.7,70396,730.602252783599,-88.8233815233102,42.3229429265428,31.8716136410506,73.0068923231185
IL,BUREAU,35,11,35,31.4285714285714,100,33225,44.2,55549,2262.75426095358,-89.5287376205125,41.4040797389094,105.342362678706,14.6834327409456
IL,CHAMPAIGN,35,11,35,31.4285714285714,100,206252,30.4,53936,2586.01326968659,-88.1991697131726,40.1398559588656,16.9695324166554,79.7567446453963
IL,CHRISTIAN,11,0,11,0,100,33982,43.7,52120,1853.83044677111,-89.2772645429715,39.5457010485993,32.3700782767348,18.3306947294926
IL,CLINTON,24,13,24,54.1666666666667,100,36913,40.6,67179,1303.30196076624,-89.4225780543443,38.6064809040799,65.017744426083,28.3226766407212
IL,COLES,27,0,27,0,100,47084,36.6,46411,1321.01500249967,-88.2218390718013,39.5202685428065,57.3443207883782,35.6422901412217
IL,COOK,14375,8119,11535,56.48,80.2434782608696,5267072,37,67886,2479.99947767969,-87.8162053719534,41.8396015399393,272.922033342244,2123.81980214283
IL,DEKALB,50,39,50,78,100,100368,31.3,62353,1643.84220549325,-88.7703233798328,41.8932044483422,49.8166746373346,61.0569552628584
IL,DUPAGE,1176,604,1154,51.3605442176871,98.1292517006803,931508,39.5,94930,871.210032015008,-88.0855794554844,41.8518884685991,126.246902871473,1069.21174661583
IL,EFFINGHAM,24,13,24,54.1666666666667,100,34707,39.5,59932,1243.18638107743,-88.5898370864532,39.0597622773904,69.1503154983145,27.9177768742292
IL,FRANKLIN,39,12,39,30.7692307692308,100,37717,43,43671,1117.38764040781,-88.9241501059616,37.9922669319465,103.401649123737,33.754624300511
IL,FULTON,24,12,24,50,100,33554,43.9,52243,2286.14899991086,-90.2075970018245,40.4725750972416,71.5264946057102,14.6770836027347
IL,GRUNDY,13,0,13,0,100,52535,38.1,75767,1114.85356864807,-88.4184642414374,41.2849930155741,24.7454078233559,47.1227804954749
IL,HENRY,41,11,41,26.8292682926829,100,49178,43.4,60000,2138.53427380465,-90.1315170259347,41.3530210252184,83.3706128756761,22.9961243092484
IL,JACKSON,11,11,11,100,100,53264,32.1,39689,1560.28689851497,-89.3820770345001,37.785093205078,20.6518474016221,34.1373115743618
IL,JEFFERSON,22,0,22,0,100,37000,41.2,51662,1512.07805413741,-88.924024182924,38.3004437795582,59.4594594594595,24.469636272254
IL,JERSEY,13,0,13,0,100,21492,43,67845,976.784508620776,-90.3567411897794,39.0856751738836,60.4876233016937,22.002805951895
IL,KANE,579,305,554,52.6770293609672,95.6822107081174,516403,37.7,83374,1357.63286805372,-88.4286611990944,41.9386317451068,112.121734381868,380.370136987261
IL,KANKAKEE,81,41,81,50.6172839506173,100,107403,38.2,59370,1764.42549933378,-87.8619393402488,41.1377686332147,75.4168877964303,60.8713714693842
IL,KNOX,98,37,98,37.7551020408163,100,49806,42,44464,1864.50887892154,-90.2132385360581,40.9316633668966,196.763442155564,26.7126644249656
IL,LAKE,770,384,759,49.8701298701299,98.5714285714286,713426,38.5,92654,1218.7281734662,-88.0036455452551,42.3232255225304,107.929904432976,585.385663130228
IL,LASALLE,229,101,229,44.1048034934498,100,109409,42.1,60069,2973.7996476363,-88.8860062494588,41.3436470597548,209.306364193074,36.7909788700671
IL,LEE,30,12,30,40,100,34063,43.5,59986,1887.83198595197,-89.3004171848521,41.7462274833595,88.0721016939201,18.0434489157271
IL,LIVINGSTON,28,17,28,60.7142857142857,100,35816,41.6,58676,2709.08785612553,-88.5575463430889,40.8914633914958,78.1773509046236,13.220686039774
IL,LOGAN,19,0,19,0,100,27905,40,58122,1603.12740534779,-89.3674657007387,40.1244391736228,68.0881562444007,17.4066015632401
IL,MACON,132,76,132,57.5757575757576,100,103764,41.1,53725,1517.10591998508,-88.9615881837942,39.8598706578391,127.211749739794,68.3960154878443
IL,MACOUPIN,49,13,49,26.530612244898,100,44924,43.9,56264,2247.06777579559,-89.9244262238078,39.2607480606473,109.073101237646,19.9922763718572
IL,MADISON,612,303,587,49.5098039215686,95.9150326797386,265749,40.3,64045,1917.76230979279,-89.905069314082,38.8298478397033,230.292494045133,138.57243864007
IL,MARION,82,52,82,63.4146341463415,100,37657,42.4,49925,1492.01537780001,-88.9189892214167,38.6495213727578,217.754999070558,25.2390160049996
IL,MCHENRY,270,161,270,59.6296296296296,100,309973,40.2,90014,1583.26870634705,-88.4523355731749,42.3243500171982,87.1043607023838,195.780412230325
IL,MCLEAN,136,54,136,39.7058823529412,100,171236,33.3,68037,3072.51173720301,-88.8474057168414,40.4908236210395,79.4225513326637,55.7316015840123
IL,MONROE,14,0,14,0,100,34953,42.3,89648,1031.08632174864,-90.1772270832124,38.2783948618993,40.0537865133179,33.8991986051397
IL,MONTGOMERY,18,0,18,0,100,28242,43,54886,1837.92908723259,-89.4788116326286,39.230901687972,63.7348629700446,15.3662076497873
IL,MORGAN,32,14,32,43.75,100,33494,40.9,53002,1482.35964234408,-90.201268764244,39.7154927226019,95.5394996118708,22.595056586292
IL,OGLE,16,0,16,0,100,51762,42.5,63643,1976.15590259671,-89.3205635976094,42.0427017152257,30.9107066960318,26.1932775303729
IL,PEORIA,221,107,221,48.4162895927602,100,181512,37.6,55729,1632.8826685667,-89.7600366054098,40.7879055513015,121.755035479748,111.160467003625
IL,PERRY,12,0,12,0,100,20892,41.9,51616,1157.47805731305,-89.3669977156652,38.0837478987492,57.4382538770821,18.049586225849
IL,RANDOLPH,13,0,13,0,100,30084,42.2,55319,1546.31795075126,-89.8251604545451,38.0520545067941,43.2123387847361,19.4552485052534
IL,ROCK ISLAND,229,127,229,55.4585152838428,100,144360,40.1,55980,1168.41016719084,-90.5679797233677,41.4673612905809,158.631199778332,123.552502411955
IL,SANGAMON,206,95,206,46.1165048543689,100,196223,40.6,61743,2271.30784963466,-89.6590675957874,39.7581110957762,104.982596331725,86.3920758392845
IL,ST. CLAIR,278,148,278,53.2374100719425,100,257070,39.1,57473,1745.51095824692,-89.928247162666,38.4702325667799,108.141751273972,147.274927599529
IL,STEPHENSON,30,30,30,100,100,44573,45.5,50466,1463.23463827413,-89.662359582995,42.3516847582475,67.3053193637404,30.4619634022425
IL,TAZEWELL,291,178,291,61.1683848797251,100,131296,41.3,66220,1703.91402719454,-89.5134790880016,40.5074380923999,221.636607360468,77.0555309155923
IL,VERMILION,88,55,88,62.5,100,74010,40.8,46842,2334.22404762816,-87.7328267807367,40.1830160644245,118.902850966086,31.7064679696033
IL,WHITESIDE,92,48,92,52.1739130434783,100,55574,43.6,57172,1804.19440162552,-89.9141063153189,41.7562335691327,165.545039047036,30.8026673566493
IL,WILL,905,474,872,52.3756906077348,96.353591160221,696909,38.1,90800,2199.53948548306,-87.9784648496491,41.4449494512354,129.859135123811,316.843141302802
IL,WILLIAMSON,78,41,78,52.5641025641026,100,67121,41,52076,1150.82270753353,-88.9299208047851,37.7302454040919,116.208042192458,58.3243618331579
IL,WINNEBAGO,423,221,423,52.2458628841608,100,284963,39.8,55310,1344.6388420449,-89.1608120693513,42.3361810375595,148.440323831515,211.925307442877
IL,WOODFORD,18,0,18,0,100,38407,40.3,74777,1405.29321557185,-89.2110919952157,40.7882061147176,46.8664566355092,27.3302393937562
IN,ALLEN,500,265,488,53,97.6,386123,36,57104,1709.4261998816,-85.066594016265,41.0908230124785,129.492415629217,225.87871885124
IN,BARTHOLOMEW,18,0,18,0,100,82215,38,66978,1060.66256978617,-85.8976411952989,39.2058988077735,21.8938149972633,77.5128701077613
IN,CASS,12,0,12,0,100,37794,40.6,49020,1074.73512765086,-86.3458815814775,40.7614599501409,31.7510715986665,35.165873923382
IN,CLARK,22,11,22,50,100,121377,39.1,57111,974.879162937802,-85.7073892658155,38.4771629766092,18.1253449994645,124.504661310259
IN,DEARBORN,15,0,15,0,100,50756,42.6,70779,796.220674794756,-84.9733210121376,39.1450738967308,29.5531562770904,63.7461467740504
IN,DECATUR,24,11,24,45.8333333333333,100,26476,39.6,60794,967.072589091924,-85.5011986473661,39.3069470927398,90.6481341592386,27.3774691772216
IN,DEKALB,20,0,20,0,100,43306,38.5,58415,942.416875199251,-84.9990636733995,41.397532093675,46.1829769546945,45.9520634017128
IN,DELAWARE,76,50,76,65.7894736842105,100,111757,35.7,45910,1025.27523532436,-85.3968962421394,40.2274789601372,68.0046887443292,109.001950061385
IN,DUBOIS,13,13,13,100,100,43644,40.3,62846,1127.53471586565,-86.8798454414619,38.3642235766373,29.7864540372102,38.707455642723
IN,ELKHART,240,130,240,54.1666666666667,100,207009,35.6,58509,1211.77495892247,-85.8587304252826,41.5973092369146,115.936988246888,170.831224457778
IN,FLOYD,44,26,44,59.0909090909091,100,80515,39.9,67603,386.046671044943,-85.9068050767583,38.3189035429746,54.6482021983481,208.562865681664
IN,GIBSON,16,0,16,0,100,33058,40.6,56638,1292.37288179726,-87.5846501209975,38.3118617435059,48.3997822009801,25.5793049092978
IN,GRANT,66,43,66,65.1515151515152,100,66507,40.2,46900,1074.68414690531,-85.6547143507762,40.5157657162772,99.2376742297803,61.8851596457579
IN,GREENE,14,0,14,0,100,30805,43.1,51777,1414.01951830815,-86.9620399204817,39.0363694057304,45.4471676675864,21.7854135683062
IN,HAMILTON,286,153,286,53.4965034965035,100,349031,37.6,98880,1042.31813852565,-86.0520293753137,40.0724255960186,81.9411456288983,334.86033399908
IN,HANCOCK,17,0,17,0,100,80180,40.1,75647,795.055787052683,-85.7732912090141,39.823524188962,21.2022948366176,100.848269147542
IN,HARRISON,12,12,12,100,100,39673,42.6,59169,1260.19035484659,-86.1112279150745,38.1950349049872,30.2472714440552,31.4817518221917
IN,HENDRICKS,215,94,215,43.7209302325581,100,175615,37.9,84754,1058.59313144232,-86.5099785714762,39.7694471234802,122.426899752299,165.89470948175
IN,HOWARD,11,0,11,0,100,83587,41.4,56387,761.239155849744,-86.1169634983352,40.483660771013,13.1599411391724,109.803863027375
IN,JEFFERSON,19,0,19,0,100,33103,41.1,51981,940.136104352256,-85.4386351055326,38.7857724530253,57.3966105791016,35.2108592008682
IN,JOHNSON,249,149,249,59.8393574297189,100,162263,37.6,72928,833.487651485648,-86.1016004047538,39.4898914334732,153.454576828975,194.679548894066
IN,KNOX,11,11,11,100,100,36257,39.2,47394,1357.51495476064,-87.4182849349585,38.6889052118487,30.3389690266707,26.708361386997
IN,LAGRANGE,11,0,11,0,100,40533,31.8,69331,1001.77081685153,-85.4264926071826,41.6426207035809,27.1383810722128,40.4613503589487
IN,LAKE,649,350,636,53.9291217257319,97.9969183359014,498963,39.1,57530,1308.21990222177,-87.3822059933843,41.4168806694838,130.069764691971,381.406061131315
IN,LAPORTE,63,28,63,44.4444444444444,100,112287,40.3,57010,1564.2266569911,-86.7400998536598,41.5457898052128,56.1062277912848,71.7843539477787
IN,LAWRENCE,13,0,13,0,100,45009,43.5,57740,1170.65294055088,-86.4834659234309,38.8411107805727,28.8831122664356,38.4477742641811
IN,MADISON,208,85,208,40.8653846153846,100,130160,40.5,51476,1172.92149885229,-85.7193575998163,40.1614098814186,159.80331899201,110.970768399558
IN,MARION,1639,890,1549,54.3014032946919,94.5088468578401,976706,34.4,51219,1043.79885544564,-86.1384785946509,39.7816557082722,167.808941482903,935.722428611977
IN,MONROE,38,13,38,34.2105263157895,100,140645,29.9,52229,1065.28194307518,-86.5230990254434,39.1608013650331,27.0183796082335,132.026080902109
IN,MORGAN,23,23,23,100,100,71842,41.4,67680,1060.56867626868,-86.4462404247886,39.4815332709682,32.0146989226358,67.7391305320808
IN,NOBLE,13,0,13,0,100,47468,38.9,58947,1081.13155014404,-85.4174772614057,41.3985875490245,27.3868711553046,43.905850304411
IN,OWEN,22,11,22,50,100,21324,45.3,52204,1004.55974654947,-86.8377502615262,39.3127464592663,103.170136934909,21.2272093056139
IN,PORTER,141,75,141,53.1914893617021,100,173338,39.4,72255,1088.95873259039,-87.06726701278,41.460352100701,81.3439638163588,159.177749176654
IN,RANDOLPH,11,0,11,0,100,24415,42.9,53322,1173.66958196809,-85.0114448904223,40.1575325812876,45.0542699160352,20.8022772125177
IN,RIPLEY,22,11,22,50,100,28985,40.6,60055,1160.26617515817,-85.2624548934517,39.1033552589054,75.9013282732448,24.9813367144385
IN,SHELBY,11,0,11,0,100,45066,40.6,59712,1069.09073195244,-85.7916623129489,39.5236057790376,24.4086450983003,42.1535784130292
IN,ST. JOSEPH,318,127,318,39.937106918239,100,272688,36.7,54433,1194.44251229771,-86.2898650591702,41.6166102701106,116.616792818166,228.297299528831
IN,STEUBEN,11,0,11,0,100,34447,43.6,58905,835.243598430713,-85.0008597062311,41.6438708787282,31.9331146398816,41.2418605359207
IN,TIPPECANOE,116,68,116,58.6206896551724,100,186391,28.4,51926,1303.18035143017,-86.8940581945493,40.388524457154,62.2347645540826,143.027785674827
IN,VANDERBURGH,251,135,251,53.7848605577689,100,180345,38.6,51179,613.225987127767,-87.5858385035138,38.0248829565392,139.177687210624,294.092233182585
IN,VIGO,60,13,60,21.6666666666667,100,106133,36.4,47261,1062.96929774733,-87.3900291044135,39.4305198381186,56.5328408694751,99.8457812703708
IN,WARRICK,25,0,25,0,100,63994,41.5,79079,1012.94391514504,-87.2721702992704,38.0921354542009,39.0661624527299,63.1762519555062
IN,WAYNE,53,15,53,28.3018867924528,100,66514,40.5,47756,1047.21394491353,-85.0098459416789,39.8643407563846,79.682472862856,63.5151969882262
IN,WELLS,12,0,12,0,100,28160,40.7,57565,958.875001504303,-85.2212533544968,40.729062227165,42.6136363636364,29.367748617726
KS,BARTON,11,0,11,0,100,25426,39.5,48863,2332.75177189538,-98.7564581223912,38.4788543648337,43.2628018563675,10.899573759338
KS,BUTLER,34,23,34,67.6470588235294,100,67389,38.7,66405,3746.8735015167,-96.839045410189,37.7809675757854,50.4533380818828,17.9853950160638
KS,COWLEY,30,16,30,53.3333333333333,100,34535,38.7,50786,2932.66513106672,-96.8375252803533,37.2376045206974,86.8683943825105,11.7759779779011
KS,CRAWFORD,11,11,11,100,100,38951,33.6,42615,1541.07136165923,-94.8518097090758,37.5072723548986,28.2406099971759,25.2752734033436
KS,DOUGLAS,40,23,40,57.5,100,118787,30.2,61020,1229.1693524448,-95.2925399877034,38.8846280536705,33.6737185045502,96.6400600240598
KS,ELLIS,23,11,23,47.8260869565218,100,28951,33.2,57053,2331.98085576892,-99.3172717618831,38.9146184510881,79.4445787710269,12.4147674404703
KS,FORD,11,11,11,100,100,34218,32.5,53743,2846.3485437967,-99.8879363993029,37.6916544821427,32.1468233093693,12.0217181675007
KS,HARVEY,24,12,24,50,100,33996,39.2,58782,1400.39543877465,-97.4272328520938,38.043242214022,70.5965407695023,24.2760002344385
KS,JOHNSON,847,442,833,52.1841794569067,98.3471074380165,611161,37.8,91650,1242.77116520727,-94.8223523737755,38.8837300313133,138.588686123624,491.77275520234
KS,LYON,11,11,11,100,100,32113,33.8,50141,2215.67287925837,-96.1526547255842,38.4558924243882,34.2540404197677,14.4935654990501
KS,MCPHERSON,32,18,32,56.25,100,30184,40.7,59928,2332.43051344122,-97.6480181202797,38.3915442291899,106.016432547045,12.9410071708705
KS,MONTGOMERY,25,11,25,44,100,31400,40.3,45288,1687.46907448941,-95.74287922735,37.1924304512116,79.6178343949045,18.6077484172567
KS,RENO,112,63,112,56.25,100,61894,40.9,51520,3294.54180162305,-98.0859853360807,37.9529496267307,180.954535173038,18.7868309849667
KS,SALINE,73,42,73,57.5342465753425,100,54248,39.1,51830,1868.18835823631,-97.6499524894231,38.7837782953582,134.567172983336,29.0377572265858
KS,SEDGWICK,800,455,783,56.875,97.875,524837,35.5,57540,2613.44399222135,-97.4610596132046,37.6846994648993,152.428277731943,200.821981095491
KS,SHAWNEE,307,166,307,54.071661237785,100,178711,39.4,58652,1439.42773900993,-95.7564292680125,39.0414414421442,171.785732271657,124.154200420593
KS,WYANDOTTE,39,14,39,35.8974358974359,100,168920,33.9,48093,404.316031035328,-94.7645412767898,39.1146205945391,23.0878522377457,417.791991990643
KY,BOYLE,27,12,27,44.4444444444444,100,30761,40.1,51562,473.538197213543,-84.866880493383,37.6243971060091,87.773479405741,64.9599128032502
KY,DAVIESS,41,28,41,68.2926829268293,100,103398,38.9,54881,1234.50387694892,-87.0873044609681,37.7317869090218,39.6526044991199,83.7567235961614
KY,FAYETTE,238,111,238,46.6386554621849,100,322628,34.8,58954,739.523216988501,-84.4586801124876,38.042270830239,73.7691706857433,436.264869835746
KY,FLOYD,13,0,13,0,100,35802,42.6,35096,1024.94440119066,-82.7456465238491,37.5569874873566,36.3108206245461,34.9306752233678
KY,GRAVES,16,0,16,0,100,36530,39.6,45614,1442.00904905327,-88.6512030390923,36.7229398349081,43.7996167533534,25.3327120408733
KY,HARDIN,178,80,178,44.9438202247191,100,110840,37,57101,1632.48901192068,-85.9635528000963,37.6977916996115,160.591844099603,67.8963222359415
KY,HOPKINS,50,19,50,38,100,45365,41.5,47014,1435.8526804299,-87.54089549045,37.3087743596364,110.217127741651,31.5944669103641
KY,JEFFERSON,1183,588,1137,49.7041420118343,96.1115807269653,782896,38.4,58196,1029.83881463467,-85.65922402058,38.1871790247428,151.105638552247,760.212169977038
KY,JESSAMINE,11,11,11,100,100,53019,38.1,64855,452.031310012023,-84.5809415722081,37.8720415045602,20.7472792772402,117.290547857382
KY,KENTON,23,0,23,0,100,169276,37.3,66541,425.412303611864,-84.5332921344392,38.9333077697144,13.5872775821735,397.910447259757
KY,MADISON,54,11,54,20.3703703703704,100,92990,34.1,51649,1148.02652955924,-84.2779742958689,37.7201075213554,58.0707602968061,80.999870304131
KY,MCCRACKEN,16,16,16,100,100,67926,42.3,47011,694.080129591362,-88.712535589826,37.0539453844303,23.555045196243,97.8647811744607
KY,MERCER,12,0,12,0,100,22652,43.2,52312,655.979000654953,-84.8744548194453,37.8110060519009,52.9754547059862,34.5315932025011
KY,OLDHAM,14,14,14,100,100,67696,39.3,103761,508.828698322924,-85.4483449061461,38.3994236407326,20.680690144174,133.042810327175
KY,PERRY,41,0,41,0,100,28369,41.3,39594,887.237842317091,-83.2212859187933,37.2442221670943,144.523952201347,31.9745153406804
KY,SHELBY,12,0,12,0,100,48255,39.3,72564,998.741181580577,-85.1947713514158,38.2154320073959,24.8678893378925,48.3158208452295
KY,WARREN,81,59,81,72.8395061728395,100,135033,32.9,54325,1418.17098562914,-86.4237787116901,36.9935442707368,59.9853369176424,95.2163042174326
LA,ACADIA,11,0,11,0,100,57481,37,44412,1702.94585800114,-92.4120166558043,30.2904963903359,19.1367582331553,33.7538623027447
LA,BOSSIER,14,14,14,100,100,128759,35.5,55448,2246.57490732316,-93.6048214122875,32.6785554928607,10.873026351556,57.313468418206
LA,CADDO,185,84,185,45.4054054054054,100,236912,37.8,42003,2425.17024418471,-93.8821363567014,32.5796165661197,78.0880664550551,97.6888119784946
LA,CALCASIEU,134,81,134,60.4477611940299,100,216493,36.1,52866,2834.23613388522,-93.3579257205704,30.2293816608104,61.8957656829551,76.3849551601149
LA,EAST BATON ROUGE,261,132,250,50.5747126436782,95.7854406130268,455916,34.2,56076,1217.9379365208,-91.0955980118873,30.5381753889904,57.2473876766773,374.334345231404
LA,JEFFERSON,547,275,515,50.2742230347349,94.1499085923217,439747,39.5,54825,1323.92227685174,-90.1271149727158,29.7867296622338,124.389705899074,332.154694946072
LA,LAFAYETTE,25,14,25,56,100,242178,35.5,58761,697.335633372828,-92.0638747244957,30.2067215782233,10.3229855725954,347.290441517593
LA,LAFOURCHE,24,11,24,45.8333333333333,100,97446,38.1,54530,3215.85782185272,-90.4249578784074,29.5661283947376,24.6290253063235,30.3017127616231
LA,LIVINGSTON,69,69,69,100,100,142846,36.8,67365,1790.99089918625,-90.7277824431579,30.4400934501292,48.3037676938801,79.7580825591594
LA,ORLEANS,408,185,341,45.343137254902,83.578431372549,383374,37.2,43258,901.765543663659,-89.9289223900862,30.0687117662893,106.423492464278,425.137113181817
LA,OUACHITA,160,54,160,33.75,100,160114,36.2,44934,1636.16360809184,-92.1549498353351,32.4782816090587,99.9288007294803,97.8594067293375
LA,RAPIDES,39,12,39,30.7692307692308,100,129658,37.5,48013,3526.4021329024,-92.5332670625781,31.1985811803255,30.0791312529886,36.7677862913737
LA,ST. LANDRY,23,11,23,47.8260869565218,100,82310,36.8,40859,2431.9465052209,-92.0059228417728,30.5987978550796,27.9431417810716,33.8453168370674
LA,ST. TAMMANY,339,154,326,45.4277286135693,96.165191740413,265007,40.4,70730,2812.18210171033,-89.9581017846947,30.4101672183828,127.921149252661,94.2353625815435
LA,TANGIPAHOA,57,35,57,61.4035087719298,100,133642,35.5,48745,2185.91448411937,-90.4055408495924,30.6263082755945,42.6512623277114,61.1377988347243
LA,TERREBONNE,23,11,23,47.8260869565218,100,109413,36.1,52224,3847.22534850072,-90.8662954205299,29.4147736410747,21.0212680394469,28.4394570343114
MA,BARNSTABLE,300,181,300,60.3333333333333,100,228060,53.7,76863,1165.39267797768,-70.2918981347715,41.7241724764074,131.544330439358,195.693695618335
MA,BERKSHIRE,220,99,220,45,100,129812,47.2,62166,2450.98878836533,-73.2066364955632,42.3701224273419,169.475857393769,52.9631145667447
MA,BRISTOL,1872,930,1774,49.6794871794872,94.7649572649573,576776,41,71450,1528.32188471856,-71.1141026703387,41.796891122128,324.562741861659,377.391703781179
MA,ESSEX,2501,1206,2441,48.2207117153139,97.6009596161535,807781,40.9,82225,1378.53723955172,-70.9519137991629,42.6729949645583,309.613620523384,585.969661771834
MA,FRANKLIN,30,14,30,46.6666666666667,100,70934,47,61198,1876.21455608014,-72.5916956075476,42.5831067630029,42.2928355936504,37.8069766968433
MA,HAMPDEN,1213,579,1213,47.7328936521022,100,463714,39.4,57623,1642.71328813778,-72.631455754164,42.135280374776,261.583648541989,282.285413619365
MA,HAMPSHIRE,170,90,170,52.9411764705882,100,148589,36.6,73518,1412.23291434225,-72.6635540651115,42.3402360894489,114.409545794103,105.215647143592
MA,MIDDLESEX,3970,1960,3842,49.3702770780856,96.7758186397985,1627578,38.5,106202,2194.06727346495,-71.3916452397721,42.4853768599471,243.920721464655,741.808612563492
MA,NORFOLK,1682,795,1659,47.2651605231867,98.6325802615933,723750,40.9,105320,1069.18921877341,-71.2112798697159,42.1606876464806,232.400690846287,676.914794212286
MA,PLYMOUTH,1241,618,1219,49.798549556809,98.2272360999194,528454,42.7,92906,1820.14793248377,-70.8112782873969,41.9508764311278,234.835955447399,290.33574171022
MA,SUFFOLK,1295,665,1238,51.3513513513514,95.5984555984556,797239,33,74881,171.686448360277,-71.07092838765,42.3335628748342,162.43560588481,4643.57558569227
MA,WORCESTER,2255,1091,2132,48.3813747228381,94.5454545454546,857092,40.2,77155,4089.97561564129,-71.907399230245,42.3509999376649,263.09894387067,209.559195590855
MD,ALLEGANY,83,23,83,27.710843373494,100,67950,41.4,49449,1108.07243527832,-78.6977497978677,39.6215441908424,122.14863870493,61.3227058418189
MD,ANNE ARUNDEL,127,56,127,44.0944881889764,100,593412,38.5,103225,1163.99685139113,-76.605031098725,39.0062705808817,21.4016568589782,509.805502730349
MD,BALTIMORE,704,321,704,45.5965909090909,100,853338,39.5,78724,1608.91170294122,-76.6391467716078,39.4625572444103,82.4995488305923,530.382120062914
MD,BALTIMORE,704,321,704,45.5965909090909,100,853338,39.5,78724,223.810404014603,-76.6144297350654,39.3050649164514,82.4995488305923,3812.77181352268
MD,CARROLL,54,16,54,29.6296296296296,100,172910,42.2,99569,1172.8224179439,-77.0225239384168,39.5627780292505,31.2301197154589,147.430674375351
MD,CECIL,35,22,35,62.8571428571429,100,103805,40.7,79415,975.6317190989,-75.9406131505866,39.5711340713967,33.7170656519436,106.397729766182
MD,CHARLES,24,0,24,0,100,166692,38.5,103678,1254.45276026864,-76.9921819665705,38.5072707539078,14.397811532647,132.880252871621
MD,FREDERICK,112,58,112,51.7857142857143,100,272787,39,100685,1728.96825534252,-77.3980636064901,39.4720887910744,41.0576750358338,157.774441003811
MD,HARFORD,53,38,53,71.6981132075472,100,261245,40.8,94003,1169.19925962833,-76.3169238443,39.5610216530348,20.2874696166434,223.439245148895
MD,HOWARD,12,0,12,0,100,332821,38.7,124042,656.215703819291,-76.9310848989962,39.2507122294413,3.60554171761998,507.182315301087
MD,MONTGOMERY,694,346,676,49.8559077809798,97.4063400576369,1060856,39.4,111812,1312.96315691064,-77.2040937585879,39.1363142392686,65.4188692904598,807.986114778851
MD,PRINCE GEORGE'S,581,345,491,59.3803786574871,84.5094664371773,965398,37.5,86994,1291.9145349456,-76.8472676783238,38.8293150130837,60.1824325304175,747.261505220737
MD,ST. MARY'S,40,40,40,100,100,114006,36.5,95864,1041.24170802476,-76.6055812484443,38.3023399651622,35.0858726733681,109.490427747339
MD,WASHINGTON,92,43,92,46.7391304347826,100,154677,40.7,63510,1210.58022074296,-77.8137470802026,39.6036242198972,59.4787848225657,127.770962510085
MD,WORCESTER,12,0,12,0,100,52522,50.5,65396,1513.84373478022,-75.3342715315841,38.212659083297,22.8475686379041,34.6944660094823
ME,ANDROSCOGGIN,104,61,104,58.6538461538462,100,111178,40.7,55002,1287.44616273868,-70.2065075575687,44.1655008981596,93.5436867006062,86.3554556436756
ME,AROOSTOOK,24,12,24,50,100,67053,48,43791,17682.0671907745,-68.5952974620469,46.6564269872506,35.7925819873831,3.79214711020804
ME,CUMBERLAND,181,67,181,37.0165745856354,100,303606,42.1,76014,2465.98658416191,-70.3984920576055,43.8463060576275,59.6167401171255,123.117458119985
ME,KENNEBEC,41,28,41,68.2926829268293,100,124723,44.1,55368,2463.99174579767,-69.7676455753507,44.408900981682,32.8728462272396,50.6182702164951
ME,PENOBSCOT,88,64,88,72.7272727272727,100,152179,42.2,52128,9215.24509649506,-68.650822073213,45.3970110418252,57.8266383666603,16.5138309840375
ME,YORK,69,28,69,40.5797101449275,100,212263,45.3,68932,2652.90213667462,-70.7142727332409,43.4777695524711,32.5068429259928,80.01162088326
MI,ALLEGAN,75,54,64,72,85.3333333333334,120661,40.2,65071,2182.28818950377,-85.8884676195234,42.5912586569579,62.1576151366224,55.2910475254128
MI,BARRY,36,24,36,66.6666666666667,100,62607,42.2,65557,1494.5515107313,-85.3089570433985,42.5949434909071,57.5015573338445,41.8901587201674
MI,BAY,228,89,228,39.0350877192983,100,103747,43.6,48290,1170.00347012686,-83.9912829600185,43.7077494699611,219.765390806481,88.6723865774102
MI,BERRIEN,172,102,172,59.3023255813954,100,154426,42.3,52500,1503.60351491199,-86.4124953477642,41.9544554037539,111.380207996063,102.703936555402
MI,BRANCH,25,14,25,56,100,44878,41.3,52782,1345.84628202256,-85.0590237224351,41.9160789578116,55.7065822897634,33.3455615247207
